Voter_ID,First_Name,Last_Name,DOB,Gender,Address,Pincode,Registration_Year,Last_Voted_Year,Masked_Aadhaar
MPCSQ6406567,Gabriel,Tailor,21-02-1973,Female,"947, Banik Street, Ville Naik Nagar, Mathura, Haryana",286603,1999,2009,XXXX-XXXX-4585
ORJVI8915814,Ishita,Swamy,26-05-1961,Male,"498, Grover Zila, Ville Mander Nagar, Chittoor, Odisha",460715,1985,2019,XXXX-XXXX-2882
HRXOU6104122,Ikbal,Kanda,13-07-1995,Male,"520, Kar, Ville Shere Nagar, Kumbakonam, Goa",493360,2025,Never Voted,XXXX-XXXX-7606
PBJDX4834773,Kamya,Murty,18-06-1960,Female,"409, Maharaj Chowk, Ville Goswami Nagar, Sikar, Haryana",423801,1992,2019,XXXX-XXXX-9717
MHPRX0282017,Ishwar,Dhillon,13-10-1990,Female,"216, Samra, Ville Sahni Nagar, Guntur, Himachal Pradesh",724085,2014,2019,XXXX-XXXX-6134
WBLHI6534996,Girindra,Mane,01-04-1956,Female,"729, Khosla, Ville Chokshi Nagar, Patna, Himachal Pradesh",520730,2015,2024,XXXX-XXXX-7304
RJZRP1240634,Michael,Mitter,31-12-1994,Female,"173, Char, Ville Venkatesh Nagar, Kirari Suleman Nagar, Gujarat",718121,2012,2019,XXXX-XXXX-2418
KADBQ4856721,Chakrika,Edwin,07-08-1985,Female,"126, Mammen Zila, Ville Pandit Nagar, Madurai, Goa",360398,2023,2024,XXXX-XXXX-3988
GJJFJ2994258,Nitesh,Chaudhry,28-05-2003,Female,"82, Sampath Road, Ville Bora Nagar, Sagar, Karnataka",722017,2025,Never Voted,XXXX-XXXX-1699
KASKP6802998,Vrishti,Mandal,16-11-2006,Female,"192, Mukhopadhyay Road, Ville Pai Nagar, Karimnagar, Manipur",345935,2024,2024,XXXX-XXXX-4223
DLCXJ0067280,Dayamai,Sekhon,21-03-1895,Male,"621, Johal Marg, Ville Mani Nagar, Madurai, Arunachal Pradesh",239448,1979,1999,XXXX-XXXX-4676
KLEDH7190392,Triya,Sunder,07-11-1984,Female,"637, Nagi Nagar, Ville Mand Nagar, Bhubaneswar, Sikkim",542823,2008,2024,XXXX-XXXX-2497
ORDQM5887056,Nihal,Sundaram,06-11-1943,Female,"955, Mann Circle, Ville Guha Nagar, Aizawl, Manipur",471292,2011,2019,XXXX-XXXX-4593
DLFEQ8040778,Xavier,Shetty,28-11-1974,Male,"223, Tak Path, Ville Korpal Nagar, Chennai, Maharashtra",847137,2021,2024,XXXX-XXXX-8208
MPXCB0182187,Omaja,Muni,26-10-2000,Male,"931, Dasgupta Road, Ville Halder Nagar, Raipur, Nagaland",647969,2021,2024,XXXX-XXXX-2706
KAGIE3116557,Charan,Sibal,04-02-1985,Male,"786, Ghosh Circle, Ville Ratta Nagar, Bhilwara, Bihar",243217,2006,2009,XXXX-XXXX-0753
UPFVJ0154071,Wahab,Magar,22-07-1965,Female,"33, Bumb Nagar, Ville Goyal Nagar, Serampore, Karnataka",747678,1999,2024,XXXX-XXXX-5326
PBOOD1382782,Urvashi,Dada,11-10-1953,Male,"605, Palan Chowk, Ville Sarin Nagar, Nanded, Jharkhand",252463,1972,2009,XXXX-XXXX-5722
RJOIE6779708,Harsh,Andra,08-01-1994,Female,"651, Bose Marg, Ville Kakar Nagar, Vellore, West Bengal",613523,2022,2024,XXXX-XXXX-4826
WBWOA1109920,Jeremiah,Kothari,14-11-1978,Female,"387, Narain Street, Ville Balakrishnan Nagar, Hubli–Dharwad, Kerala",581481,2025,Never Voted,XXXX-XXXX-0586
APTGL6374574,Oviya,Raja,23-10-1941,Male,"389, Sama Path, Ville Basak Nagar, Panchkula, Rajasthan",619730,1999,2019,XXXX-XXXX-3776
RJGTD5505305,Vasana,Wali,17-07-1970,Male,"611, Srivastava Ganj, Ville Kalita Nagar, Morbi, Karnataka",164907,2006,2019,XXXX-XXXX-3949
DLAHX4183362,Irya,Dey,30-06-1989,Male,"814, Mahal Chowk, Ville Jain Nagar, Bardhaman, Jharkhand",621061,2009,2009,XXXX-XXXX-1826
ORKFC0735012,Upkaar,Chaudhuri,22-07-1938,Male,"372, Tata Zila, Ville Virk Nagar, Kadapa, Telangana",313391,2021,Never Voted,XXXX-XXXX-9163
WBHOI6591224,Naksh,Patel,16-10-1994,Male,"53, Ghose Road, Ville Baria Nagar, Haridwar, Chhattisgarh",543579,2012,2014,XXXX-XXXX-8269
BRBJA6752331,Amol,Dhingra,12-07-1952,Female,"695, Jani Chowk, Ville Puri Nagar, Rourkela, Kerala",495282,2014,2024,XXXX-XXXX-2142
GJMQG1115307,Jatin,Ahuja,23-09-2006,Female,"495, Chada, Ville Madan Nagar, Kamarhati, Telangana",467944,2025,Never Voted,XXXX-XXXX-3131
DLTHB0151958,Ijaya,Cheema,08-03-1951,Female,"22, Vig, Ville Ravi Nagar, Hindupur, Bihar",641401,2014,2014,XXXX-XXXX-4651
RJMHO4029349,Indira,Pant,05-04-1983,Male,"897, Keer Road, Ville Bhatia Nagar, Munger, Uttarakhand",311564,2023,2024,XXXX-XXXX-9320
GJXHH3881596,Jonathan,Nazareth,07-11-1962,Female,"571, Mahajan, Ville Hans Nagar, Kharagpur, Himachal Pradesh",463984,2022,Never Voted,XXXX-XXXX-0173
KANLZ9346496,Kamya,Sagar,29-09-1947,Female,"984, Sandhu Zila, Ville Dhar Nagar, Khammam, Punjab",833590,2005,2009,XXXX-XXXX-3826
KLEZO2364794,Bina,Khatri,03-05-1970,Male,"173, Chauhan Chowk, Ville Mangat Nagar, Nagaon, Goa",696570,1992,1999,XXXX-XXXX-9067
DLTDG7011671,Avni,Luthra,20-10-1984,Male,"362, Nanda Ganj, Ville Gour Nagar, Thanjavur, Mizoram",365691,2018,2019,XXXX-XXXX-4188
HRQIQ2337625,Janaki,Chakrabartii,20-06-1958,Male,"138, Cherian Marg, Ville Sarin Nagar, Loni, Assam",694719,1990,2014,XXXX-XXXX-2654
RJCHH7216736,Mitesh,D’Alia,30-09-1880,Male,"426, Randhawa Path, Ville Vaidya Nagar, Jamalpur, Andhra Pradesh",501957,1959,2004,XXXX-XXXX-1871
TNTTF2146211,Isaiah,Panchal,05-01-1996,Male,"210, Shenoy Chowk, Ville Mandal Nagar, Mahbubnagar, Odisha",668261,2018,2024,XXXX-XXXX-0940
APFGW3141861,Wridesh,Bedi,28-02-1945,Male,"994, Varughese Path, Ville Walla Nagar, Howrah, West Bengal",779284,1972,2019,XXXX-XXXX-5402
RJBAE6960357,Kai,Peri,10-07-1947,Male,"760, Ganesh Circle, Ville Mani Nagar, Coimbatore, Mizoram",565456,1981,2024,XXXX-XXXX-2804
BRWLG8499023,Harita,Palan,12-10-1948,Male,"712, Ray Chowk, Ville Raghavan Nagar, Begusarai, Himachal Pradesh",468431,1984,2004,XXXX-XXXX-8769
GJNMZ4335220,Lajita,Kapadia,28-03-1960,Male,"541, Kapoor Street, Ville Mohanty Nagar, Pallavaram, Chhattisgarh",876612,1989,2004,XXXX-XXXX-1852
HRJFN5162795,Chaitaly,Sur,15-04-1989,Male,"277, Gour Zila, Ville Kaul Nagar, Agra, Nagaland",454074,2015,2024,XXXX-XXXX-0531
MPDGP4078873,Qasim,Butala,16-04-1984,Male,"204, Saxena Nagar, Ville Kohli Nagar, Katni, Punjab",578051,2018,2019,XXXX-XXXX-3819
WBJUS8579579,Patrick,Narasimhan,12-02-1974,Male,"503, Subramanian Circle, Ville Mistry Nagar, Katihar, Haryana",744305,2021,2024,XXXX-XXXX-4076
MHITB6134239,Karan,Talwar,09-02-1984,Male,"293, Natt, Ville Bhargava Nagar, Sangli-Miraj & Kupwad, Kerala",149840,2018,Never Voted,XXXX-XXXX-3132
HRTCS0106619,Chaay,Gour,01-10-1952,Male,"175, Narasimhan Path, Ville Biswas Nagar, Rajkot, Telangana",762573,1976,2004,XXXX-XXXX-6714
RJCKL7304710,Wridesh,Wason,22-01-1982,Male,"745, Shukla, Ville Patil Nagar, Aizawl, Chhattisgarh",747973,2004,2004,XXXX-XXXX-4835
ORZJC5872766,Hritik,Raman,28-01-2002,Male,"780, Nazareth Ganj, Ville Borde Nagar, Guwahati, Telangana",288101,2023,2024,XXXX-XXXX-5843
DLHPA9280046,Peter,Shan,24-10-2001,Female,"991, Wadhwa Marg, Ville Viswanathan Nagar, Kishanganj, Arunachal Pradesh",408300,2023,2024,XXXX-XXXX-7550
DLBWU8837409,Chaaya,Parmer,27-03-1981,Female,"258, Gera Ganj, Ville Deshpande Nagar, Farrukhabad, Uttar Pradesh",270513,2020,2024,XXXX-XXXX-4662
HRPCN8651339,Varsha,Mann,16-09-1990,Female,"734, Bajwa Circle, Ville Shan Nagar, Begusarai, Manipur",819900,2024,2024,XXXX-XXXX-9393
GJTBC4543961,Qabil,Seshadri,08-01-1942,Female,"422, Gade Marg, Ville Hans Nagar, Mehsana, Jharkhand",484122,1995,2009,XXXX-XXXX-9179
GJAIN0900394,Fitan,Parmar,19-04-1938,Male,"550, Subramanian Road, Ville Lanka Nagar, Tinsukia, Sikkim",236064,2022,2024,XXXX-XXXX-6044
KLOIW0651941,Mitesh,Gour,11-08-1948,Female,"210, Pandya Street, Ville Bhandari Nagar, South Dumdum, Uttarakhand",435256,2023,2024,XXXX-XXXX-3112
TNYFS0234923,Daksha,Das,26-12-1958,Male,"33, Sidhu, Ville Sunder Nagar, New Delhi, Andhra Pradesh",274338,1989,2009,XXXX-XXXX-2569
APPWQ5524972,Anya,Balay,05-03-1967,Male,"838, Vig Marg, Ville Ben Nagar, Kolkata, Madhya Pradesh",359041,2023,2024,XXXX-XXXX-7240
BREMI8257262,Krish,Upadhyay,03-01-1972,Female,"159, Lall Zila, Ville Madan Nagar, Bhiwandi, Mizoram",685965,2015,2024,XXXX-XXXX-9679
UPMIM7008637,Aarnav,Subramanian,19-05-1960,Female,"894, Subramanian Marg, Ville Saha Nagar, Bareilly, Meghalaya",279601,1993,1999,XXXX-XXXX-2384
BRANX6949023,Lavanya,Balan,08-11-2007,Male,"443, Amble Chowk, Ville Singh Nagar, Shimla, Uttarakhand",147303,2026,Never Voted,XXXX-XXXX-8620
APOHI8332497,Yashvi,Chandran,02-04-1998,Male,"261, Mittal Marg, Ville Sagar Nagar, Ozhukarai, Goa",653751,2025,Never Voted,XXXX-XXXX-2764
WBUBQ4853951,Rehaan,Dalal,27-12-1954,Male,"524, Chandran Circle, Ville Zacharia Nagar, Madhyamgram, Tripura",408959,2018,2024,XXXX-XXXX-8595
ORJDE5788081,Faraj,Cheema,04-01-2003,Male,"576, Nanda Circle, Ville Seshadri Nagar, Nizamabad, Gujarat",620614,2022,2024,XXXX-XXXX-7981
KACJY1749461,Aarna,Kapadia,11-08-1940,Male,"196, Venkataraman Circle, Ville Sehgal Nagar, Katni, Manipur",524186,2009,2014,XXXX-XXXX-9264
ORNKX7693957,Hardik,Panchal,25-08-1979,Male,"978, Kumar Circle, Ville Palan Nagar, Chandigarh, Nagaland",893432,2019,2019,XXXX-XXXX-1430
PBJKI8232274,Vidhi,Korpal,04-11-2007,Male,"434, Reddy Street, Ville Dey Nagar, Rohtak, Rajasthan",613087,2026,Never Voted,XXXX-XXXX-2958
WBSZO4143240,Nidhi,Keer,26-02-2002,Female,"53, Dubey, Ville Thakur Nagar, Karaikudi, Andhra Pradesh",272524,2024,2024,XXXX-XXXX-7172
HRMPL6321612,Chameli,Sarma,22-05-2003,Male,"696, Merchant Circle, Ville Shenoy Nagar, Raurkela Industrial Township, Odisha",801613,2021,2024,XXXX-XXXX-7246
MPCRT9538206,Saumya,Khatri,22-11-1981,Female,"298, Chad Path, Ville Mukhopadhyay Nagar, Nizamabad, Madhya Pradesh",623829,2017,2019,XXXX-XXXX-2097
APIXM6676117,Vidh,Cha,23-08-1994,Male,"662, Bhatia, Ville Bhardwaj Nagar, Udaipur, Tamil Nadu",342840,2016,2024,XXXX-XXXX-8060
KLVED1863291,Janya,Suria,10-08-1940,Female,"961, Mall Nagar, Ville Trivedi Nagar, Rajkot, Chhattisgarh",180604,1986,2019,XXXX-XXXX-9028
GJWYB8264178,Ubika,Dhillon,06-12-1949,Male,"299, Nazareth Street, Ville Ravel Nagar, Vijayawada, Goa",450798,1971,1999,XXXX-XXXX-2847
RJEEM9100131,Madhav,Savant,24-02-1956,Female,"958, Sethi Marg, Ville Vaidya Nagar, Panipat, Tripura",108926,2021,2024,XXXX-XXXX-5667
BRTLZ3276686,Oscar,Keer,29-01-2004,Male,"666, Sarna Circle, Ville Varty Nagar, Unnao, Haryana",841069,2024,2024,XXXX-XXXX-7398
TNTNX5876811,Shravya,Tripathi,08-07-1966,Male,"335, Taneja Ganj, Ville Saha Nagar, Burhanpur, Meghalaya",812522,2017,2024,XXXX-XXXX-9864
GJFTP4612242,Madhav,Mahal,23-03-1946,Female,"248, Krishnamurthy Nagar, Ville Raja Nagar, Bhatpara, Andhra Pradesh",552014,1972,1999,XXXX-XXXX-6888
KLEWB9791417,Kalpit,Lall,29-04-2003,Female,"200, Bala, Ville Mammen Nagar, Alwar, Bihar",654392,2026,Never Voted,XXXX-XXXX-8432
ORFRQ7767045,Arya,Lalla,20-02-1998,Male,"655, Samra, Ville Dewan Nagar, Jhansi, Sikkim",855637,2019,2024,XXXX-XXXX-0572
MPMXU4685136,Sara,Iyer,08-10-1964,Male,"182, Sekhon Nagar, Ville Raman Nagar, Kurnool, Nagaland",180802,2023,Never Voted,XXXX-XXXX-2392
ORMYE1531574,Siya,Patla,20-03-2006,Male,"952, Singh Ganj, Ville Bakshi Nagar, Shimla, Uttar Pradesh",609737,2024,2024,XXXX-XXXX-6710
PBHRT2731784,Ayushman,Sood,28-06-1911,Male,"522, Chakrabarti Road, Ville Dalal Nagar, Raichur, Himachal Pradesh",259858,2013,2019,XXXX-XXXX-1978
GJWZU0259555,Megha,Rao,08-03-1972,Male,"512, Dora, Ville Nagy Nagar, Mahbubnagar, Uttarakhand",840886,1993,2019,XXXX-XXXX-2171
TNFRZ4855818,Daksha,Kanda,08-05-1990,Female,"318, Khanna Path, Ville Tailor Nagar, Rajahmundry, Gujarat",454002,2013,Never Voted,XXXX-XXXX-0532
RJMWM5080136,Ayushman,Walla,26-01-1960,Female,"433, Tandon Zila, Ville Ganesh Nagar, Jamshedpur, Assam",519733,1998,2004,XXXX-XXXX-7462
TNCNL9452834,Janani,Comar,13-10-1946,Male,"635, Lalla Zila, Ville Nadkarni Nagar, South Dumdum, Odisha",787679,2014,Never Voted,XXXX-XXXX-7022
GJEJT5805640,Dhriti,Sane,26-09-1964,Male,"169, Kumer Path, Ville Dua Nagar, Jabalpur, Assam",711216,1998,2024,XXXX-XXXX-7722
KLVPO0412034,Ishani,Muni,03-08-1998,Female,"342, Hora Path, Ville Shroff Nagar, Tiruchirappalli, Uttarakhand",829005,2020,2024,XXXX-XXXX-1404
UPXFY5297987,Saathvik,Gokhale,29-09-1963,Female,"526, Yadav Marg, Ville Grewal Nagar, Akola, Tamil Nadu",863414,2018,2019,XXXX-XXXX-8010
WBTIM6577949,Wahab,Sem,30-04-1972,Female,"603, Basu Nagar, Ville Suresh Nagar, Nashik, Jharkhand",845878,1990,2004,XXXX-XXXX-8456
MPSUY9960371,Saanvi,Vala,10-07-1982,Female,"21, Gokhale Road, Ville Dani Nagar, Rajkot, Gujarat",301199,2004,2004,XXXX-XXXX-5591
APXGB5955494,Reva,Shah,19-11-1989,Female,"988, Guha Nagar, Ville Gupta Nagar, Buxar, Uttarakhand",698234,2014,2024,XXXX-XXXX-0969
RJGYI8011698,Chasmum,Kurian,27-03-1951,Female,"739, Deep Chowk, Ville Sridhar Nagar, Faridabad, West Bengal",630236,1980,2019,XXXX-XXXX-3041
GJTCS6510709,Vrishti,Kata,04-06-1971,Male,"821, Batra Zila, Ville Buch Nagar, Jehanabad, Meghalaya",385595,2024,2024,XXXX-XXXX-9213
OROMO7450439,Amol,Sachdev,06-06-2004,Female,"279, Zacharia Road, Ville Kari Nagar, Satara, Maharashtra",452205,2022,2024,XXXX-XXXX-5439
BRBIZ4481236,Banjeet,Ramakrishnan,12-03-1970,Male,"94, Ramakrishnan Road, Ville Pant Nagar, Ramagundam, West Bengal",222683,1995,1999,XXXX-XXXX-6448
GJTNO4745853,Hema,Lal,08-06-1953,Male,"276, Mahajan Chowk, Ville Nagy Nagar, Bhagalpur, Manipur",508077,1981,2019,XXXX-XXXX-3196
GJXHN7550996,Urvi,Khanna,18-07-1961,Female,"1, Chana Road, Ville Kunda Nagar, Alwar, Maharashtra",879420,1980,2004,XXXX-XXXX-6162
KLNZU3298167,Ekantika,Trivedi,13-07-1983,Male,"266, Anand Ganj, Ville Raman Nagar, Sagar, Madhya Pradesh",801002,2004,2014,XXXX-XXXX-4928
MPKUI1911273,Irya,Bose,23-09-2006,Female,"210, Bala Street, Ville Pau Nagar, Ballia, Bihar",421093,2026,Never Voted,XXXX-XXXX-3679
WBJHV6901432,Vivaan,Bhatti,02-08-1952,Male,"885, Patel Road, Ville Radhakrishnan Nagar, Dindigul, Sikkim",397521,1991,2014,XXXX-XXXX-2802
ORRQR7300961,Balendra,Borah,10-03-1954,Female,"308, Soni Nagar, Ville Mandal Nagar, Hospet, Telangana",151501,1972,2019,XXXX-XXXX-5675
MHISF7835048,Janani,Dar,18-10-1973,Male,"427, Murty Chowk, Ville Puri Nagar, Gudivada, Uttar Pradesh",101978,2006,2009,XXXX-XXXX-4256
GJGHI4870851,Jacob,Tella,23-08-1948,Female,"46, Ben Ganj, Ville Issac Nagar, Katihar, Andhra Pradesh",440459,2014,2024,XXXX-XXXX-8096
WBDRY4620412,Tanmayi,Pandey,16-12-1951,Male,"457, Guha Marg, Ville Cheema Nagar, Solapur, Gujarat",619678,1972,2014,XXXX-XXXX-7866
UPGHL2427088,Warhi,Zachariah,22-11-1986,Female,"896, Kalla Path, Ville Dasgupta Nagar, Amritsar, Tamil Nadu",788743,2016,2019,XXXX-XXXX-9465
WBJCQ5561501,Ganga,Gara,23-04-1943,Male,"295, Gulati Circle, Ville Mahal Nagar, Durgapur, Gujarat",575757,1961,1999,XXXX-XXXX-9421
BRETT5608825,Aayush,D’Alia,24-01-1968,Female,"496, Buch Circle, Ville Bumb Nagar, Ballia, Andhra Pradesh",718176,2023,Never Voted,XXXX-XXXX-9421
TNHFH4796577,Gayathri,Kanda,18-02-1997,Male,"372, Loke Path, Ville Banik Nagar, Hazaribagh, Tamil Nadu",403646,2026,Never Voted,XXXX-XXXX-5874
TNUCQ7423884,Varenya,Barad,25-03-1993,Male,"113, Mittal Zila, Ville Aggarwal Nagar, Hosur, Jharkhand",368258,2025,Never Voted,XXXX-XXXX-2055
RJRGH0513489,Unni,Bail,05-08-2002,Other,"178, Seshadri Marg, Ville Shankar Nagar, Udupi, Tamil Nadu",105453,2025,Never Voted,XXXX-XXXX-7103
BRXHV5268070,Hemal,Karnik,02-03-2003,Male,"797, Patil Circle, Ville Palla Nagar, Aurangabad, Odisha",269883,2023,2024,XXXX-XXXX-7409
ORRKA2052209,Wahab,Bhatt,26-01-1947,Male,"250, Goyal, Ville Dave Nagar, Dharmavaram, Manipur",245022,2011,2024,XXXX-XXXX-0310
UPADZ0480016,Kala,Mall,24-10-1978,Female,"107, Mand Marg, Ville Om Nagar, Jorhat, Punjab",345865,2019,2024,XXXX-XXXX-8019
KAUDD8458714,Praneel,Cherian,09-02-1983,Female,"387, Guha Street, Ville Barad Nagar, Hosur, Madhya Pradesh",461553,2004,2009,XXXX-XXXX-1706
APNXA6330861,Nathan,Mukherjee,13-10-1962,Female,"937, Jain, Ville Majumdar Nagar, Chennai, Chhattisgarh",835605,2011,2014,XXXX-XXXX-2073
RJDPS5346338,Radhika,Baral,07-12-1965,Female,"343, Mannan Chowk, Ville Basu Nagar, Thoothukudi, Andhra Pradesh",741169,2011,2019,XXXX-XXXX-1946
MHIOR8721591,Krisha,Jaggi,27-04-1978,Female,"97, Sen, Ville Bajaj Nagar, Bahraich, Uttarakhand",103179,2021,Never Voted,XXXX-XXXX-6345
WBRJZ6657821,Yashoda,Uppal,10-03-1956,Female,"675, Raj Chowk, Ville Sandal Nagar, Srinagar, Gujarat",196340,2000,2024,XXXX-XXXX-6841
HRCZJ6159069,Darpan,Mittal,19-09-1943,Male,"866, Sandhu Circle, Ville Vohra Nagar, Bhatpara, Madhya Pradesh",498304,1966,2019,XXXX-XXXX-2629
WBHUG1189010,Pushti,Chakrabarti,18-03-1879,Female,"404, Verma Nagar, Ville Garg Nagar, Vellore, Uttar Pradesh",856049,1997,2009,XXXX-XXXX-7713
ORGMI1385572,Rachita,Chacko,23-10-1976,Male,"485, Nanda Marg, Ville Solanki Nagar, Kishanganj, Maharashtra",539854,1998,Never Voted,XXXX-XXXX-1145
GJVKH5549012,Zinal,Narula,16-09-1981,Male,"924, Dubey, Ville Chaudhary Nagar, Rajahmundry, Sikkim",782185,2008,2024,XXXX-XXXX-5708
APRDU7442137,Deepa,Mahal,15-11-1970,Male,"450, Panchal Circle, Ville Om Nagar, Tezpur, Uttarakhand",389646,2016,2024,XXXX-XXXX-7394
PBZYG0104308,Vansha,Gaba,24-09-1963,Male,"825, Bhagat Nagar, Ville Kala Nagar, Jorhat, Chhattisgarh",876625,2005,2024,XXXX-XXXX-0322
MHRKN7453017,Xalak,Barad,31-07-1981,Male,"604, Mistry Ganj, Ville Pingle Nagar, Meerut, Rajasthan",749649,2017,2019,XXXX-XXXX-1934
KAPPC7409762,Abhiram,Purohit,09-06-1991,Female,"273, Aggarwal Zila, Ville Kohli Nagar, Thane, Andhra Pradesh",666175,2022,2024,XXXX-XXXX-4015
RJIRL7693057,Theodore,Joshi,09-10-1937,Female,"682, Murthy Path, Ville Palan Nagar, Sagar, Odisha",801095,1963,2009,XXXX-XXXX-7091
UPUJL1810536,Christopher,Magar,30-08-1965,Male,"652, Swamy Marg, Ville Cheema Nagar, Chennai, Meghalaya",586154,1989,1999,XXXX-XXXX-0850
DLGWL6447834,Champak,Prakash,09-05-1946,Male,"401, Lall, Ville Nigam Nagar, Gopalpur, Arunachal Pradesh",433339,1995,2009,XXXX-XXXX-4750
DLYGC6575450,Hardik,Kalla,21-06-1957,Female,"400, Patla, Ville Suri Nagar, Pondicherry, Nagaland",308129,1982,Never Voted,XXXX-XXXX-2727
HRAUB7738948,Zaitra,Wason,07-03-1985,Female,"480, Lall Nagar, Ville Mani Nagar, Silchar, Sikkim",443672,2024,2024,XXXX-XXXX-7014
KAFQR4422441,Fariq,Tella,23-11-2007,Female,"556, Chana Nagar, Ville Basu Nagar, Dhule, Haryana",219718,2026,Never Voted,XXXX-XXXX-0252
BRNZM8673515,Lakshmi,Ghosh,10-06-1981,Female,"552, Mishra Street, Ville Dash Nagar, Maheshtala, Rajasthan",318908,2003,2014,XXXX-XXXX-5372
MHRPU4774878,Hemani,Bail,04-05-1998,Female,"327, Kapoor Path, Ville Kumar Nagar, Tadepalligudem, Tamil Nadu",494014,2023,2024,XXXX-XXXX-4196
KLQIK2809069,Jai,Chandran,04-09-1999,Female,"913, Kapadia, Ville Walia Nagar, Jodhpur, Mizoram",821470,2022,2024,XXXX-XXXX-6005
HRCUY2095029,Bishakha,Kapoor,23-11-1949,Male,"144, Dugar Path, Ville Kara Nagar, Pallavaram, Tamil Nadu",636186,2001,2014,XXXX-XXXX-1905
RJWWF8437201,Aadi,Naik,30-01-1973,Female,"886, Bahl Chowk, Ville Patil Nagar, Mathura, Arunachal Pradesh",292639,2006,2024,XXXX-XXXX-5919
MHZVH0829554,Leela,Dora,21-09-1983,Male,"925, Wason Road, Ville Thakkar Nagar, Ludhiana, Uttarakhand",697563,2010,2019,XXXX-XXXX-6241
APKGD5795539,Urvi,Iyer,04-09-1992,Male,"625, Tella Path, Ville Srinivas Nagar, Rajpur Sonarpur, Tamil Nadu",197977,2020,2024,XXXX-XXXX-6819
RJMUQ2277414,Kamya,Sachdev,17-06-1967,Male,"507, Narayan Nagar, Ville Mani Nagar, Latur, Chhattisgarh",579686,1985,2009,XXXX-XXXX-0649
DLARY2978034,Yuvraj,Agrawal,13-10-1971,Female,"715, Prabhakar Road, Ville Naik Nagar, Amaravati, Karnataka",473011,1989,Never Voted,XXXX-XXXX-3558
HRLNY0846375,Devika,More,15-12-1946,Female,"298, Tripathi, Ville Balasubramanian Nagar, Jammu, Tripura",410007,1965,2024,XXXX-XXXX-7363
MPRTE2430609,Elijah,Bhasin,15-03-1995,Female,"33, Sarraf Street, Ville Sule Nagar, Kurnool, Karnataka",411063,2021,2024,XXXX-XXXX-4650
UPMFK1104386,Avni,Deshpande,07-06-1940,Female,"721, Shroff Zila, Ville Sahota Nagar, Tiruvottiyur, Haryana",754253,1994,2004,XXXX-XXXX-9876
APXJD4570554,Jonathan,Gala,26-06-1951,Female,"852, Kashyap Marg, Ville Sachar Nagar, Raipur, Jharkhand",552263,1996,1999,XXXX-XXXX-5705
UPJWW8226557,Rushil,Bahri,30-03-1958,Female,"810, Barad Nagar, Ville Trivedi Nagar, Imphal, Rajasthan",233131,1998,2004,XXXX-XXXX-6493
PBHKP3647230,Vedhika,Deep,24-01-1965,Male,"288, Bhandari Ganj, Ville Kadakia Nagar, Karnal, Manipur",266269,2011,2024,XXXX-XXXX-9150
ORQQU0194009,Anvi,Ahluwalia,14-09-1973,Male,"944, Ben Nagar, Ville Viswanathan Nagar, Naihati, Mizoram",698492,2013,2019,XXXX-XXXX-5579
UPZWT8958220,Yashawini,Kara,12-05-2003,Female,"362, Badami Road, Ville Sengupta Nagar, Aurangabad, Uttar Pradesh",223840,2025,Never Voted,XXXX-XXXX-4617
APMVC0044344,Maanas,Gera,04-09-1895,Female,"137, Krishnamurthy Marg, Ville Kulkarni Nagar, Visakhapatnam, Tripura",456329,1995,2009,XXXX-XXXX-7173
BRGFM7084618,Qasim,Tank,08-11-1876,Other,"843, Khosla Road, Ville Ben Nagar, Jalandhar, Assam",284325,2014,Never Voted,XXXX-XXXX-8815
PBYEE0148687,Peter,Gupta,12-06-1976,Male,"988, Vasa Ganj, Ville Nagarajan Nagar, Gurgaon, Tripura",647603,2006,2009,XXXX-XXXX-0982
KACJS8414296,Madhavi,Radhakrishnan,09-05-1970,Female,"770, Lall Ganj, Ville Sami Nagar, Hazaribagh, Tripura",250690,2018,2019,XXXX-XXXX-3195
BRPYC0387448,Chakrika,Raval,10-11-1968,Male,"996, Shroff Zila, Ville Singh Nagar, Gwalior, Nagaland",503783,1997,2019,XXXX-XXXX-0104
HRJRB6916517,Gaurika,Goel,18-10-1955,Female,"949, Raval Marg, Ville Natarajan Nagar, Shimoga, Meghalaya",706013,1980,2024,XXXX-XXXX-5480
KLZKH2256553,Gayathri,Khalsa,18-02-1985,Male,"427, Prabhu Ganj, Ville Pillay Nagar, Satara, Uttarakhand",127690,2017,2024,XXXX-XXXX-7286
GJDAJ1158456,Hredhaan,Dey,13-07-1887,Male,"773, Brahmbhatt, Ville Lata Nagar, Haldia, Punjab",815591,2010,2024,XXXX-XXXX-0598
MHSIE5983398,Yachana,Mutti,07-05-1940,Male,"780, Sethi Nagar, Ville Mohanty Nagar, Dindigul, Kerala",711983,2011,2014,XXXX-XXXX-1524
UPMRT9071491,Bhavini,Deshmukh,27-11-1990,Male,"499, Agarwal Ganj, Ville Kala Nagar, Barasat, Bihar",481522,2024,Never Voted,XXXX-XXXX-5753
MPIYW7794726,Abhiram,Loke,29-08-1905,Female,"995, Madan Chowk, Ville Dutt Nagar, Shimoga, Chhattisgarh",360151,1982,2009,XXXX-XXXX-5047
PBVOT6337018,Raghav,Seth,11-05-1951,Male,"680, Bose, Ville Chaudhry Nagar, Guwahati, Assam",836922,1980,Never Voted,XXXX-XXXX-0805
